
feature: rome	DF[0]:0	DF[1]:0	DF[2]:3	DF[3]:6	DF[4]:4	TTF[0]:0	TTF[1]:0	TTF[2]:3	TTF[3]:6	TTF[4]:4
feature: 18ghz	DF[0]:0	DF[1]:0	DF[2]:3	DF[3]:6	DF[4]:4	TTF[0]:0	TTF[1]:0	TTF[2]:3	TTF[3]:6	TTF[4]:4
feature: convieni	DF[0]:0	DF[1]:0	DF[2]:6	DF[3]:3	DF[4]:4	TTF[0]:0	TTF[1]:0	TTF[2]:6	TTF[3]:3	TTF[4]:4
feature: dangl	DF[0]:0	DF[1]:4	DF[2]:0	DF[3]:6	DF[4]:3	TTF[0]:0	TTF[1]:4	TTF[2]:0	TTF[3]:6	TTF[4]:3
feature: mbs	DF[0]:1	DF[1]:2	DF[2]:4	DF[3]:4	DF[4]:22	TTF[0]:3	TTF[1]:2	TTF[2]:4	TTF[3]:6	TTF[4]:35
feature: artwork	DF[0]:0	DF[1]:6	DF[2]:5	DF[3]:7	DF[4]:31	TTF[0]:0	TTF[1]:6	TTF[2]:5	TTF[3]:7	TTF[4]:36
feature: paperweight	DF[0]:104	DF[1]:25	DF[2]:7	DF[3]:14	DF[4]:7	TTF[0]:114	TTF[1]:31	TTF[2]:7	TTF[3]:14	TTF[4]:7
feature: laptopth	DF[0]:5	DF[1]:1	DF[2]:0	DF[3]:14	DF[4]:21	TTF[0]:5	TTF[1]:1	TTF[2]:0	TTF[3]:14	TTF[4]:21
feature: learn	DF[0]:326	DF[1]:238	DF[2]:329	DF[3]:1254	DF[4]:3888	TTF[0]:349	TTF[1]:265	TTF[2]:403	TTF[3]:1506	TTF[4]:4501
feature: smooth	DF[0]:108	DF[1]:126	DF[2]:254	DF[3]:822	DF[4]:2165	TTF[0]:116	TTF[1]:142	TTF[2]:314	TTF[3]:989	TTF[4]:2502
feature: lamp	DF[0]:1	DF[1]:14	DF[2]:2	DF[3]:5	DF[4]:34	TTF[0]:1	TTF[1]:21	TTF[2]:2	TTF[3]:5	TTF[4]:34
feature: eyestrain	DF[0]:1	DF[1]:5	DF[2]:0	DF[3]:10	DF[4]:20	TTF[0]:1	TTF[1]:5	TTF[2]:0	TTF[3]:10	TTF[4]:20
feature: cramp	DF[0]:2	DF[1]:4	DF[2]:4	DF[3]:23	DF[4]:48	TTF[0]:2	TTF[1]:4	TTF[2]:4	TTF[3]:24	TTF[4]:49
feature: moan	DF[0]:2	DF[1]:2	DF[2]:0	DF[3]:3	DF[4]:12	TTF[0]:2	TTF[1]:2	TTF[2]:0	TTF[3]:3	TTF[4]:12
feature: stepbystep	DF[0]:0	DF[1]:2	DF[2]:2	DF[3]:3	DF[4]:12	TTF[0]:0	TTF[1]:2	TTF[2]:2	TTF[3]:3	TTF[4]:12
feature: chop	DF[0]:2	DF[1]:2	DF[2]:2	DF[3]:1	DF[4]:15	TTF[0]:2	TTF[1]:2	TTF[2]:2	TTF[3]:1	TTF[4]:15
feature: gyro	DF[0]:1	DF[1]:0	DF[2]:2	DF[3]:12	DF[4]:8	TTF[0]:1	TTF[1]:0	TTF[2]:2	TTF[3]:12	TTF[4]:8
feature: plunk	DF[0]:3	DF[1]:0	DF[2]:2	DF[3]:18	DF[4]:19	TTF[0]:3	TTF[1]:0	TTF[2]:2	TTF[3]:24	TTF[4]:19
feature: drool	DF[0]:5	DF[1]:0	DF[2]:3	DF[3]:15	DF[4]:31	TTF[0]:7	TTF[1]:0	TTF[2]:3	TTF[3]:15	TTF[4]:31
feature: sturdi	DF[0]:20	DF[1]:29	DF[2]:74	DF[3]:273	DF[4]:562	TTF[0]:22	TTF[1]:32	TTF[2]:84	TTF[3]:291	TTF[4]:580
feature: soooooo	DF[0]:4	DF[1]:0	DF[2]:5	DF[3]:0	DF[4]:8	TTF[0]:4	TTF[1]:0	TTF[2]:5	TTF[3]:0	TTF[4]:8
feature: onward	DF[0]:8	DF[1]:0	DF[2]:0	DF[3]:5	DF[4]:4	TTF[0]:8	TTF[1]:0	TTF[2]:0	TTF[3]:5	TTF[4]:4
feature: allaround	DF[0]:2	DF[1]:0	DF[2]:4	DF[3]:15	DF[4]:24	TTF[0]:2	TTF[1]:0	TTF[2]:4	TTF[3]:15	TTF[4]:24
feature: lumix	DF[0]:2	DF[1]:0	DF[2]:0	DF[3]:4	DF[4]:4	TTF[0]:2	TTF[1]:0	TTF[2]:0	TTF[3]:4	TTF[4]:4
feature: dodg	DF[0]:2	DF[1]:0	DF[2]:0	DF[3]:4	DF[4]:4	TTF[0]:2	TTF[1]:0	TTF[2]:0	TTF[3]:4	TTF[4]:4
feature: msi	DF[0]:3	DF[1]:0	DF[2]:0	DF[3]:6	DF[4]:6	TTF[0]:3	TTF[1]:0	TTF[2]:0	TTF[3]:6	TTF[4]:6
feature: downloadinstal	DF[0]:4	DF[1]:0	DF[2]:0	DF[3]:2	DF[4]:4	TTF[0]:5	TTF[1]:0	TTF[2]:0	TTF[3]:2	TTF[4]:4
feature: wootcom	DF[0]:4	DF[1]:0	DF[2]:0	DF[3]:2	DF[4]:4	TTF[0]:4	TTF[1]:0	TTF[2]:0	TTF[3]:2	TTF[4]:4
feature: ddr	DF[0]:0	DF[1]:0	DF[2]:4	DF[3]:2	DF[4]:4	TTF[0]:0	TTF[1]:0	TTF[2]:4	TTF[3]:5	TTF[4]:4
feature: uber	DF[0]:0	DF[1]:0	DF[2]:4	DF[3]:2	DF[4]:4	TTF[0]:0	TTF[1]:0	TTF[2]:4	TTF[3]:2	TTF[4]:4
feature: zpad	DF[0]:4	DF[1]:2	DF[2]:0	DF[3]:0	DF[4]:4	TTF[0]:4	TTF[1]:2	TTF[2]:0	TTF[3]:0	TTF[4]:4
feature: probe	DF[0]:4	DF[1]:0	DF[2]:0	DF[3]:4	DF[4]:2	TTF[0]:7	TTF[1]:0	TTF[2]:0	TTF[3]:5	TTF[4]:2
feature: enrol	DF[0]:0	DF[1]:4	DF[2]:0	DF[3]:2	DF[4]:4	TTF[0]:0	TTF[1]:8	TTF[2]:0	TTF[3]:2	TTF[4]:5
feature: dislodg	DF[0]:0	DF[1]:2	DF[2]:4	DF[3]:0	DF[4]:4	TTF[0]:0	TTF[1]:2	TTF[2]:4	TTF[3]:0	TTF[4]:4
feature: lugar	DF[0]:4	DF[1]:0	DF[2]:4	DF[3]:0	DF[4]:2	TTF[0]:4	TTF[1]:0	TTF[2]:4	TTF[3]:0	TTF[4]:4
feature: ps	DF[0]:24	DF[1]:19	DF[2]:11	DF[3]:44	DF[4]:198	TTF[0]:25	TTF[1]:25	TTF[2]:11	TTF[3]:47	TTF[4]:215
feature: simpler	DF[0]:7	DF[1]:3	DF[2]:9	DF[3]:50	DF[4]:92	TTF[0]:7	TTF[1]:3	TTF[2]:9	TTF[3]:50	TTF[4]:93
feature: nay	DF[0]:1	DF[1]:1	DF[2]:0	DF[3]:4	DF[4]:8	TTF[0]:1	TTF[1]:1	TTF[2]:0	TTF[3]:4	TTF[4]:8
feature: mt	DF[0]:0	DF[1]:1	DF[2]:1	DF[3]:4	DF[4]:8	TTF[0]:0	TTF[1]:1	TTF[2]:1	TTF[3]:4	TTF[4]:8
feature: touchdown	DF[0]:0	DF[1]:1	DF[2]:1	DF[3]:4	DF[4]:8	TTF[0]:0	TTF[1]:1	TTF[2]:1	TTF[3]:4	TTF[4]:8
feature: climat	DF[0]:1	DF[1]:0	DF[2]:4	DF[3]:1	DF[4]:8	TTF[0]:1	TTF[1]:0	TTF[2]:4	TTF[3]:1	TTF[4]:8
feature: 2400	DF[0]:1	DF[1]:0	DF[2]:1	DF[3]:8	DF[4]:4	TTF[0]:1	TTF[1]:0	TTF[2]:1	TTF[3]:8	TTF[4]:4
feature: cnbc	DF[0]:8	DF[1]:1	DF[2]:1	DF[3]:0	DF[4]:4	TTF[0]:8	TTF[1]:1	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: unexplain	DF[0]:4	DF[1]:1	DF[2]:0	DF[3]:8	DF[4]:1	TTF[0]:4	TTF[1]:1	TTF[2]:0	TTF[3]:8	TTF[4]:1
feature: intoler	DF[0]:1	DF[1]:4	DF[2]:0	DF[3]:8	DF[4]:1	TTF[0]:1	TTF[1]:4	TTF[2]:0	TTF[3]:8	TTF[4]:1
feature: bootleg	DF[0]:4	DF[1]:1	DF[2]:8	DF[3]:1	DF[4]:0	TTF[0]:5	TTF[1]:1	TTF[2]:8	TTF[3]:1	TTF[4]:0
feature: trace	DF[0]:2	DF[1]:1	DF[2]:2	DF[3]:16	DF[4]:25	TTF[0]:2	TTF[1]:1	TTF[2]:2	TTF[3]:16	TTF[4]:28
feature: supplement	DF[0]:2	DF[1]:5	DF[2]:7	DF[3]:26	DF[4]:63	TTF[0]:2	TTF[1]:5	TTF[2]:9	TTF[3]:26	TTF[4]:64
feature: bn	DF[0]:3	DF[1]:5	DF[2]:7	DF[3]:41	DF[4]:74	TTF[0]:4	TTF[1]:6	TTF[2]:9	TTF[3]:61	TTF[4]:112
feature: recevi	DF[0]:10	DF[1]:0	DF[2]:1	DF[3]:4	DF[4]:18	TTF[0]:14	TTF[1]:0	TTF[2]:1	TTF[3]:4	TTF[4]:18
feature: humbl	DF[0]:3	DF[1]:0	DF[2]:8	DF[3]:23	DF[4]:42	TTF[0]:3	TTF[1]:0	TTF[2]:8	TTF[3]:23	TTF[4]:42
feature: briefcas	DF[0]:4	DF[1]:0	DF[2]:3	DF[3]:19	DF[4]:29	TTF[0]:5	TTF[1]:0	TTF[2]:3	TTF[3]:19	TTF[4]:29
feature: 4the	DF[0]:2	DF[1]:0	DF[2]:1	DF[3]:9	DF[4]:12	TTF[0]:2	TTF[1]:0	TTF[2]:1	TTF[3]:9	TTF[4]:12
feature: scam	DF[0]:95	DF[1]:6	DF[2]:11	DF[3]:7	DF[4]:25	TTF[0]:113	TTF[1]:6	TTF[2]:11	TTF[3]:9	TTF[4]:26
feature: incident	DF[0]:1	DF[1]:0	DF[2]:6	DF[3]:10	DF[4]:22	TTF[0]:1	TTF[1]:0	TTF[2]:6	TTF[3]:10	TTF[4]:23
feature: 1the	DF[0]:0	DF[1]:1	DF[2]:12	DF[3]:2	DF[4]:9	TTF[0]:0	TTF[1]:1	TTF[2]:12	TTF[3]:2	TTF[4]:9
feature: dream	DF[0]:24	DF[1]:8	DF[2]:37	DF[3]:101	DF[4]:288	TTF[0]:25	TTF[1]:9	TTF[2]:38	TTF[3]:104	TTF[4]:295
feature: brighter	DF[0]:16	DF[1]:8	DF[2]:50	DF[3]:66	DF[4]:254	TTF[0]:17	TTF[1]:8	TTF[2]:65	TTF[3]:68	TTF[4]:263
feature: bike	DF[0]:0	DF[1]:5	DF[2]:1	DF[3]:17	DF[4]:21	TTF[0]:0	TTF[1]:6	TTF[2]:1	TTF[3]:19	TTF[4]:25
feature: panoram	DF[0]:1	DF[1]:0	DF[2]:2	DF[3]:7	DF[4]:12	TTF[0]:2	TTF[1]:0	TTF[2]:2	TTF[3]:7	TTF[4]:12
feature: millisecond	DF[0]:0	DF[1]:1	DF[2]:2	DF[3]:12	DF[4]:7	TTF[0]:0	TTF[1]:1	TTF[2]:2	TTF[3]:12	TTF[4]:7
feature: 5yearold	DF[0]:1	DF[1]:1	DF[2]:0	DF[3]:7	DF[4]:8	TTF[0]:1	TTF[1]:1	TTF[2]:0	TTF[3]:7	TTF[4]:8
feature: ore	DF[0]:1	DF[1]:0	DF[2]:1	DF[3]:8	DF[4]:7	TTF[0]:1	TTF[1]:0	TTF[2]:1	TTF[3]:8	TTF[4]:7
feature: k1	DF[0]:0	DF[1]:1	DF[2]:1	DF[3]:8	DF[4]:7	TTF[0]:0	TTF[1]:1	TTF[2]:1	TTF[3]:8	TTF[4]:9
feature: oneself	DF[0]:0	DF[1]:1	DF[2]:1	DF[3]:8	DF[4]:7	TTF[0]:0	TTF[1]:1	TTF[2]:1	TTF[3]:8	TTF[4]:7
feature: steven	DF[0]:8	DF[1]:0	DF[2]:1	DF[3]:1	DF[4]:7	TTF[0]:8	TTF[1]:0	TTF[2]:1	TTF[3]:1	TTF[4]:9
feature: veiw	DF[0]:0	DF[1]:1	DF[2]:7	DF[3]:1	DF[4]:8	TTF[0]:0	TTF[1]:1	TTF[2]:7	TTF[3]:1	TTF[4]:8
feature: overjoy	DF[0]:1	DF[1]:0	DF[2]:3	DF[3]:6	DF[4]:14	TTF[0]:1	TTF[1]:0	TTF[2]:5	TTF[3]:6	TTF[4]:14
feature: anem	DF[0]:1	DF[1]:3	DF[2]:0	DF[3]:6	DF[4]:14	TTF[0]:1	TTF[1]:3	TTF[2]:0	TTF[3]:6	TTF[4]:14
feature: jag	DF[0]:1	DF[1]:8	DF[2]:0	DF[3]:7	DF[4]:1	TTF[0]:1	TTF[1]:8	TTF[2]:0	TTF[3]:7	TTF[4]:1
feature: interf	DF[0]:2	DF[1]:0	DF[2]:6	DF[3]:2	DF[4]:15	TTF[0]:2	TTF[1]:0	TTF[2]:6	TTF[3]:2	TTF[4]:15
feature: vanilla	DF[0]:0	DF[1]:4	DF[2]:7	DF[3]:21	DF[4]:43	TTF[0]:0	TTF[1]:4	TTF[2]:7	TTF[3]:24	TTF[4]:46
feature: flexibl	DF[0]:17	DF[1]:13	DF[2]:61	DF[3]:129	DF[4]:363	TTF[0]:17	TTF[1]:17	TTF[2]:81	TTF[3]:152	TTF[4]:408
feature: 8mp	DF[0]:1	DF[1]:4	DF[2]:7	DF[3]:45	DF[4]:54	TTF[0]:1	TTF[1]:4	TTF[2]:7	TTF[3]:84	TTF[4]:105
feature: she	DF[0]:796	DF[1]:323	DF[2]:481	DF[3]:1264	DF[4]:5858	TTF[0]:1539	TTF[1]:582	TTF[2]:879	TTF[3]:2306	TTF[4]:10820
feature: purplish	DF[0]:5	DF[1]:0	DF[2]:0	DF[3]:10	DF[4]:6	TTF[0]:5	TTF[1]:0	TTF[2]:0	TTF[3]:15	TTF[4]:6
feature: fatigu	DF[0]:1	DF[1]:2	DF[2]:16	DF[3]:52	DF[4]:72	TTF[0]:1	TTF[1]:2	TTF[2]:16	TTF[3]:56	TTF[4]:72
feature: amus	DF[0]:3	DF[1]:4	DF[2]:1	DF[3]:15	DF[4]:36	TTF[0]:3	TTF[1]:4	TTF[2]:1	TTF[3]:16	TTF[4]:40
feature: tray	DF[0]:13	DF[1]:0	DF[2]:7	DF[3]:11	DF[4]:53	TTF[0]:13	TTF[1]:0	TTF[2]:7	TTF[3]:11	TTF[4]:54
feature: 2500	DF[0]:7	DF[1]:0	DF[2]:2	DF[3]:7	DF[4]:25	TTF[0]:7	TTF[1]:0	TTF[2]:2	TTF[3]:8	TTF[4]:26
feature: journal	DF[0]:0	DF[1]:6	DF[2]:16	DF[3]:22	DF[4]:69	TTF[0]:0	TTF[1]:8	TTF[2]:16	TTF[3]:27	TTF[4]:81
feature: bluray	DF[0]:5	DF[1]:5	DF[2]:8	DF[3]:39	DF[4]:87	TTF[0]:6	TTF[1]:5	TTF[2]:9	TTF[3]:39	TTF[4]:101
feature: ancient	DF[0]:12	DF[1]:2	DF[2]:0	DF[3]:7	DF[4]:30	TTF[0]:12	TTF[1]:2	TTF[2]:0	TTF[3]:7	TTF[4]:30
feature: pinch	DF[0]:2	DF[1]:10	DF[2]:24	DF[3]:72	DF[4]:152	TTF[0]:2	TTF[1]:10	TTF[2]:27	TTF[3]:80	TTF[4]:166
feature: socal	DF[0]:12	DF[1]:2	DF[2]:0	DF[3]:5	DF[4]:26	TTF[0]:13	TTF[1]:2	TTF[2]:0	TTF[3]:5	TTF[4]:26
feature: 30000	DF[0]:25	DF[1]:2	DF[2]:0	DF[3]:9	DF[4]:40	TTF[0]:25	TTF[1]:2	TTF[2]:0	TTF[3]:11	TTF[4]:48
feature: hors	DF[0]:3	DF[1]:3	DF[2]:3	DF[3]:10	DF[4]:37	TTF[0]:3	TTF[1]:4	TTF[2]:3	TTF[3]:10	TTF[4]:37
feature: ampl	DF[0]:0	DF[1]:9	DF[2]:17	DF[3]:19	DF[4]:76	TTF[0]:0	TTF[1]:9	TTF[2]:17	TTF[3]:25	TTF[4]:76
feature: eco	DF[0]:1	DF[1]:0	DF[2]:8	DF[3]:29	DF[4]:25	TTF[0]:1	TTF[1]:0	TTF[2]:8	TTF[3]:29	TTF[4]:26
feature: yrs	DF[0]:10	DF[1]:8	DF[2]:4	DF[3]:40	DF[4]:101	TTF[0]:11	TTF[1]:8	TTF[2]:4	TTF[3]:42	TTF[4]:111
feature: obscur	DF[0]:3	DF[1]:0	DF[2]:8	DF[3]:6	DF[4]:28	TTF[0]:3	TTF[1]:0	TTF[2]:8	TTF[3]:6	TTF[4]:28
feature: hotmail	DF[0]:7	DF[1]:2	DF[2]:7	DF[3]:26	DF[4]:70	TTF[0]:7	TTF[1]:2	TTF[2]:11	TTF[3]:32	TTF[4]:93
feature: em	DF[0]:4	DF[1]:1	DF[2]:4	DF[3]:16	DF[4]:40	TTF[0]:4	TTF[1]:1	TTF[2]:4	TTF[3]:16	TTF[4]:41
feature: resold	DF[0]:19	DF[1]:8	DF[2]:2	DF[3]:0	DF[4]:3	TTF[0]:20	TTF[1]:8	TTF[2]:2	TTF[3]:0	TTF[4]:3
feature: nonamazon	DF[0]:0	DF[1]:3	DF[2]:5	DF[3]:31	DF[4]:29	TTF[0]:0	TTF[1]:3	TTF[2]:9	TTF[3]:34	TTF[4]:55
feature: 4glte	DF[0]:0	DF[1]:0	DF[2]:7	DF[3]:10	DF[4]:15	TTF[0]:0	TTF[1]:0	TTF[2]:14	TTF[3]:12	TTF[4]:16
feature: studio	DF[0]:6	DF[1]:6	DF[2]:9	DF[3]:35	DF[4]:96	TTF[0]:6	TTF[1]:7	TTF[2]:14	TTF[3]:38	TTF[4]:134
feature: leverag	DF[0]:1	DF[1]:2	DF[2]:6	DF[3]:5	DF[4]:27	TTF[0]:2	TTF[1]:2	TTF[2]:6	TTF[3]:5	TTF[4]:31
feature: nevertheless	DF[0]:2	DF[1]:5	DF[2]:7	DF[3]:42	DF[4]:69	TTF[0]:2	TTF[1]:5	TTF[2]:7	TTF[3]:43	TTF[4]:69
feature: fluff	DF[0]:1	DF[1]:1	DF[2]:1	DF[3]:3	DF[4]:12	TTF[0]:1	TTF[1]:2	TTF[2]:1	TTF[3]:3	TTF[4]:12
feature: regalo	DF[0]:5	DF[1]:0	DF[2]:0	DF[3]:8	DF[4]:11	TTF[0]:5	TTF[1]:0	TTF[2]:0	TTF[3]:8	TTF[4]:11
feature: kudo	DF[0]:8	DF[1]:21	DF[2]:3	DF[3]:26	DF[4]:108	TTF[0]:8	TTF[1]:21	TTF[2]:3	TTF[3]:26	TTF[4]:108
feature: x86	DF[0]:1	DF[1]:0	DF[2]:9	DF[3]:16	DF[4]:31	TTF[0]:1	TTF[1]:0	TTF[2]:11	TTF[3]:18	TTF[4]:34
feature: fit	DF[0]:166	DF[1]:147	DF[2]:289	DF[3]:926	DF[4]:2688	TTF[0]:180	TTF[1]:164	TTF[2]:346	TTF[3]:1044	TTF[4]:3053
feature: ios6	DF[0]:10	DF[1]:0	DF[2]:0	DF[3]:13	DF[4]:21	TTF[0]:10	TTF[1]:0	TTF[2]:0	TTF[3]:15	TTF[4]:21
feature: ton	DF[0]:87	DF[1]:58	DF[2]:100	DF[3]:400	DF[4]:1118	TTF[0]:93	TTF[1]:61	TTF[2]:102	TTF[3]:452	TTF[4]:1240
feature: intuit	DF[0]:33	DF[1]:76	DF[2]:120	DF[3]:339	DF[4]:983	TTF[0]:37	TTF[1]:78	TTF[2]:123	TTF[3]:383	TTF[4]:1039
feature: xdadevelop	DF[0]:0	DF[1]:1	DF[2]:2	DF[3]:12	DF[4]:10	TTF[0]:0	TTF[1]:1	TTF[2]:3	TTF[3]:14	TTF[4]:11
feature: alik	DF[0]:3	DF[1]:2	DF[2]:2	DF[3]:13	DF[4]:33	TTF[0]:3	TTF[1]:2	TTF[2]:2	TTF[3]:13	TTF[4]:37
feature: richer	DF[0]:2	DF[1]:3	DF[2]:2	DF[3]:13	DF[4]:33	TTF[0]:2	TTF[1]:3	TTF[2]:2	TTF[3]:14	TTF[4]:34
feature: rave	DF[0]:23	DF[1]:8	DF[2]:19	DF[3]:24	DF[4]:157	TTF[0]:23	TTF[1]:8	TTF[2]:19	TTF[3]:24	TTF[4]:157
feature: miracl	DF[0]:6	DF[1]:4	DF[2]:1	DF[3]:14	DF[4]:44	TTF[0]:6	TTF[1]:4	TTF[2]:1	TTF[3]:14	TTF[4]:44
feature: oldest	DF[0]:15	DF[1]:6	DF[2]:2	DF[3]:25	DF[4]:85	TTF[0]:15	TTF[1]:8	TTF[2]:2	TTF[3]:28	TTF[4]:89
feature: 6gb	DF[0]:1	DF[1]:3	DF[2]:2	DF[3]:3	DF[4]:19	TTF[0]:1	TTF[1]:3	TTF[2]:2	TTF[3]:3	TTF[4]:19
feature: audiophil	DF[0]:0	DF[1]:2	DF[2]:6	DF[3]:8	DF[4]:25	TTF[0]:0	TTF[1]:2	TTF[2]:6	TTF[3]:10	TTF[4]:27
feature: confer	DF[0]:9	DF[1]:4	DF[2]:2	DF[3]:42	DF[4]:72	TTF[0]:10	TTF[1]:4	TTF[2]:2	TTF[3]:44	TTF[4]:73
feature: graphic	DF[0]:118	DF[1]:126	DF[2]:236	DF[3]:637	DF[4]:2056	TTF[0]:139	TTF[1]:145	TTF[2]:275	TTF[3]:775	TTF[4]:2298
feature: fear	DF[0]:23	DF[1]:3	DF[2]:9	DF[3]:75	DF[4]:155	TTF[0]:25	TTF[1]:3	TTF[2]:9	TTF[3]:76	TTF[4]:162
feature: mozilla	DF[0]:4	DF[1]:1	DF[2]:5	DF[3]:2	DF[4]:24	TTF[0]:4	TTF[1]:1	TTF[2]:6	TTF[3]:3	TTF[4]:24
feature: pleasent	DF[0]:0	DF[1]:0	DF[2]:4	DF[3]:9	DF[4]:7	TTF[0]:0	TTF[1]:0	TTF[2]:4	TTF[3]:9	TTF[4]:7
feature: allinal	DF[0]:5	DF[1]:0	DF[2]:2	DF[3]:27	DF[4]:24	TTF[0]:5	TTF[1]:0	TTF[2]:2	TTF[3]:27	TTF[4]:24
feature: project	DF[0]:20	DF[1]:13	DF[2]:22	DF[3]:99	DF[4]:258	TTF[0]:34	TTF[1]:14	TTF[2]:28	TTF[3]:103	TTF[4]:272
feature: diehard	DF[0]:4	DF[1]:10	DF[2]:2	DF[3]:5	DF[4]:42	TTF[0]:4	TTF[1]:10	TTF[2]:2	TTF[3]:5	TTF[4]:43
feature: dungeon	DF[0]:2	DF[1]:0	DF[2]:2	DF[3]:10	DF[4]:17	TTF[0]:2	TTF[1]:0	TTF[2]:2	TTF[3]:17	TTF[4]:21
feature: noteworthi	DF[0]:0	DF[1]:0	DF[2]:10	DF[3]:9	DF[4]:18	TTF[0]:0	TTF[1]:0	TTF[2]:10	TTF[3]:9	TTF[4]:18
feature: grip	DF[0]:14	DF[1]:9	DF[2]:29	DF[3]:140	DF[4]:256	TTF[0]:14	TTF[1]:9	TTF[2]:32	TTF[3]:151	TTF[4]:272
feature: moviestv	DF[0]:1	DF[1]:8	DF[2]:7	DF[3]:21	DF[4]:64	TTF[0]:1	TTF[1]:14	TTF[2]:9	TTF[3]:24	TTF[4]:66
feature: friend	DF[0]:413	DF[1]:293	DF[2]:401	DF[3]:1054	DF[4]:4422	TTF[0]:457	TTF[1]:334	TTF[2]:456	TTF[3]:1171	TTF[4]:4804
feature: overpay	DF[0]:1	DF[1]:0	DF[2]:4	DF[3]:4	DF[4]:14	TTF[0]:1	TTF[1]:0	TTF[2]:4	TTF[3]:4	TTF[4]:14
feature: vocabulari	DF[0]:1	DF[1]:0	DF[2]:6	DF[3]:2	DF[4]:12	TTF[0]:1	TTF[1]:0	TTF[2]:6	TTF[3]:2	TTF[4]:12
feature: 1030	DF[0]:5	DF[1]:0	DF[2]:0	DF[3]:7	DF[4]:11	TTF[0]:5	TTF[1]:0	TTF[2]:0	TTF[3]:7	TTF[4]:11
feature: banner	DF[0]:0	DF[1]:0	DF[2]:6	DF[3]:8	DF[4]:13	TTF[0]:0	TTF[1]:0	TTF[2]:10	TTF[3]:8	TTF[4]:13
feature: 63	DF[0]:3	DF[1]:11	DF[2]:0	DF[3]:4	DF[4]:27	TTF[0]:3	TTF[1]:17	TTF[2]:0	TTF[3]:4	TTF[4]:27
feature: thin	DF[0]:69	DF[1]:63	DF[2]:135	DF[3]:409	DF[4]:1191	TTF[0]:86	TTF[1]:72	TTF[2]:187	TTF[3]:510	TTF[4]:1383
feature: watt	DF[0]:0	DF[1]:8	DF[2]:3	DF[3]:14	DF[4]:38	TTF[0]:0	TTF[1]:8	TTF[2]:5	TTF[3]:20	TTF[4]:57
feature: blast	DF[0]:10	DF[1]:3	DF[2]:13	DF[3]:39	DF[4]:112	TTF[0]:10	TTF[1]:4	TTF[2]:13	TTF[3]:43	TTF[4]:115
feature: admiss	DF[0]:4	DF[1]:0	DF[2]:0	DF[3]:6	DF[4]:9	TTF[0]:4	TTF[1]:0	TTF[2]:0	TTF[3]:6	TTF[4]:9
feature: thor	DF[0]:0	DF[1]:4	DF[2]:0	DF[3]:6	DF[4]:9	TTF[0]:0	TTF[1]:4	TTF[2]:0	TTF[3]:6	TTF[4]:10
feature: inputoutput	DF[0]:0	DF[1]:0	DF[2]:4	DF[3]:9	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:4	TTF[3]:9	TTF[4]:6
feature: highspe	DF[0]:1	DF[1]:5	DF[2]:1	DF[3]:1	DF[4]:14	TTF[0]:2	TTF[1]:5	TTF[2]:1	TTF[3]:1	TTF[4]:14
feature: king	DF[0]:5	DF[1]:2	DF[2]:20	DF[3]:27	DF[4]:93	TTF[0]:5	TTF[1]:2	TTF[2]:20	TTF[3]:28	TTF[4]:93
feature: 1280	DF[0]:6	DF[1]:3	DF[2]:8	DF[3]:34	DF[4]:81	TTF[0]:6	TTF[1]:3	TTF[2]:14	TTF[3]:52	TTF[4]:100
feature: essenc	DF[0]:5	DF[1]:1	DF[2]:0	DF[3]:22	DF[4]:13	TTF[0]:5	TTF[1]:1	TTF[2]:0	TTF[3]:22	TTF[4]:13
feature: garden	DF[0]:3	DF[1]:9	DF[2]:8	DF[3]:9	DF[4]:62	TTF[0]:3	TTF[1]:13	TTF[2]:8	TTF[3]:10	TTF[4]:92
feature: throughput	DF[0]:0	DF[1]:3	DF[2]:1	DF[3]:7	DF[4]:15	TTF[0]:0	TTF[1]:4	TTF[2]:1	TTF[3]:7	TTF[4]:15
feature: 32bit	DF[0]:3	DF[1]:1	DF[2]:0	DF[3]:10	DF[4]:16	TTF[0]:4	TTF[1]:1	TTF[2]:0	TTF[3]:12	TTF[4]:27
feature: ride	DF[0]:11	DF[1]:20	DF[2]:20	DF[3]:62	DF[4]:216	TTF[0]:11	TTF[1]:22	TTF[2]:24	TTF[3]:62	TTF[4]:221
feature: musician	DF[0]:1	DF[1]:2	DF[2]:8	DF[3]:22	DF[4]:47	TTF[0]:1	TTF[1]:2	TTF[2]:12	TTF[3]:22	TTF[4]:56
feature: 1024	DF[0]:1	DF[1]:6	DF[2]:13	DF[3]:15	DF[4]:65	TTF[0]:1	TTF[1]:6	TTF[2]:19	TTF[3]:16	TTF[4]:75
feature: tivo	DF[0]:3	DF[1]:1	DF[2]:0	DF[3]:12	DF[4]:16	TTF[0]:3	TTF[1]:1	TTF[2]:0	TTF[3]:15	TTF[4]:31
feature: astonish	DF[0]:2	DF[1]:9	DF[2]:5	DF[3]:27	DF[4]:71	TTF[0]:2	TTF[1]:9	TTF[2]:5	TTF[3]:27	TTF[4]:71
